RESOURCE,MGR_ID,ROLE_ROLLUP_1,ROLE_ROLLUP_2,ROLE_DEPTNAME,ROLE_TITLE,ROLE_FAMILY_DESC,ROLE_FAMILY,ROLE_CODE,u_uid,r_rid
40590,13845,117961,117962,118791,118792,211906,118424,118794,2854,1550
15710,15383,117961,118343,127168,118396,300044,118398,118399,3315,579
79141,7796,118573,118574,118623,118995,286106,292795,118997,8069,1132
44912,1938,117961,118300,118066,179731,304465,117887,117973,1815,1214
94170,25687,117961,118343,118660,118924,119212,118667,118926,2597,5952
3853,1116,117961,118343,123454,118321,117906,290919,118322,3727,75
25241,55789,121785,121786,120299,135123,292871,120302,135125,8070,1348
87712,3788,117961,118343,120722,118784,117906,290919,118786,4920,5955
27755,53289,118219,118220,117912,117879,117897,19721,117880,8071,1106
79092,3944,117961,118343,118514,118784,118785,290919,118786,8072,156
1151,1038,118887,118888,118889,118863,307233,118398,118865,233,160
3853,4565,117961,118386,121961,118784,117906,290919,118786,1623,75
80503,2299,117961,117962,119223,120516,146694,120518,120519,4674,1751
20294,24709,117916,118011,117941,117885,117913,117887,117888,8073,368
20364,22507,117961,118300,120059,118636,135814,118638,118639,1547,83
39883,24973,91261,118026,118229,119004,257970,119006,119007,7721,49
4675,6284,118212,118213,120551,117905,240983,290919,117908,8074,10
41758,3889,117961,118386,121668,117905,117906,290919,117908,1048,524
4675,7393,117902,117903,120428,118321,117906,290919,118322,1179,10
27804,50967,118990,118991,118992,118259,118260,290919,118261,3571,5941
31825,2837,118887,118888,118631,120344,303717,118424,120346,1131,753
42093,8699,117961,118343,118660,118924,118925,118667,118926,6877,211
17308,3486,118752,119070,118042,118043,119820,270488,118046,7324,62
38468,9273,117951,117952,118221,117885,117886,117887,117888,8075,1023
43386,7560,117961,118300,119181,118321,117906,290919,118322,4407,3198
73989,4311,119062,119091,118514,118747,271334,118453,118749,1671,5232
75901,51787,118582,118583,117945,117946,136634,292795,117948,6343,150
57598,50089,117961,118343,118514,118321,240983,290919,118322,2297,5956
34817,7644,117961,118327,120383,117905,117906,290919,117908,6172,52
25231,1216,117902,117903,118507,119529,199963,119006,119531,8076,126
40069,4887,117961,118343,118979,118054,238749,117887,118055,8077,636
39879,2519,118169,118170,118623,118047,120779,117887,118049,8078,335
78143,13234,117922,117923,117920,118568,122142,19721,118570,6656,5957
87089,4820,117961,118343,123454,119928,310608,118331,119929,7063,1780
25865,3526,117961,118225,120323,122849,120324,119095,122850,3493,1169
32424,2109,117876,117877,120694,124886,205741,118643,124888,2999,4088
28544,718,117961,118300,119181,118259,126363,290919,118261,328,4929
23960,15824,117961,118225,120323,122849,120324,119095,122850,2431,1895
80654,5330,117961,118052,118867,118685,279443,308574,118687,2557,5199
22391,5604,117961,118343,119598,118636,235245,118638,118639,2687,3344
37651,68693,118090,118091,117941,117879,117886,19721,117880,8079,455
19399,101044,117918,117919,117884,117879,117886,19721,117880,8080,646
42031,8283,117961,118052,118933,118321,117906,290919,118322,6506,64
31993,1309,117961,118225,118403,118321,117906,290919,118322,6791,3997
7543,3917,117961,118300,121405,117905,117906,290919,117908,4263,169
14662,12239,117978,117979,117941,117879,117886,19721,117880,8081,680
41582,51677,118658,119883,118635,187168,245778,119695,187169,6302,2569
18418,49521,117961,118300,123055,120006,150350,118424,120008,1288,320
16459,30488,119370,119370,118701,118702,148866,118704,118705,7593,5959
969,15459,118169,118170,135245,259173,143905,292795,118943,863,1046
80842,743,117961,118343,120722,118321,117906,290919,118322,3080,2652
18072,13544,117961,118343,119796,120628,278014,118131,120629,3199,230
33230,56663,117902,117903,118507,118028,118368,117887,118030,8082,2149
79263,30523,117961,118343,119984,123067,269406,118398,123068,552,5960
35210,27214,117961,118386,118692,118685,279443,308574,118687,2176,2377
42664,21033,117961,118300,123749,166592,166593,118638,166594,3120,5961
79569,3549,117961,118225,119136,119137,265577,118474,119139,8083,5962
42093,15889,117961,118052,120417,118702,125047,118704,118705,8084,211
6977,1398,117961,118300,118437,117905,117906,290919,117908,4224,39
35886,16907,117961,117962,122059,119997,278014,118131,119998,8085,1200
31468,6199,117961,118225,120663,118321,117906,290919,118322,2071,5963
40069,4853,118887,118888,120126,118293,301534,118295,118296,8086,636
28884,724,117961,118300,119181,118321,117906,290919,118322,1661,5432
35021,13844,117961,118327,119995,118523,310608,118331,118525,2706,3729
25274,5027,117961,118343,118292,119433,133686,118424,119435,8087,745
16826,49024,132839,145248,118552,118054,118054,117887,118055,8088,855
41279,241233,209434,119256,118471,279482,285897,118474,136061,8089,1932
41851,72204,117932,117933,118810,119899,310825,19793,119900,5294,5964
14848,15409,117943,117944,117945,118274,207240,292795,118276,3116,2383
710,3692,117961,118413,126229,121594,207709,4673,121596,241,3193
39322,23280,117961,117969,6725,126264,136466,6725,126266,3319,986
7543,19622,117961,118225,118403,118321,117906,290919,118322,1880,169
80772,4500,117961,118052,118881,118321,117906,290919,118322,2607,2295
40061,50952,117961,118327,118929,118321,117906,290919,118322,3489,627
4675,174,117961,118413,121639,120690,127922,290919,120692,8090,10
37807,62044,117910,118855,117912,117885,117913,117887,117888,8091,1437
7543,4589,117961,118327,120383,118784,213944,290919,118786,4948,169
34924,7586,117961,118225,118403,118321,117906,290919,118322,240,312
27356,15746,117961,118052,119742,117905,117906,290919,117908,2468,540
36429,1723,117961,119256,120943,280788,280788,292795,119082,4287,299
36731,25772,118006,118007,117941,117879,117897,19721,117880,7071,859
73904,1541,117961,118225,123173,119093,123174,119095,119096,4221,1109
42431,57797,119596,119597,169899,119928,306404,118331,119929,2165,4013
99954,5524,117961,118343,118514,117905,240983,290919,117908,691,3102
80022,57538,121005,121006,117945,117946,142221,292795,117948,8061,5897
79092,14674,11146,118491,117920,118568,120877,19721,118570,4238,156
27082,7553,117961,118225,118403,118321,117906,290919,118322,650,259
80151,27147,117961,118343,122299,119949,121350,290919,119951,698,1564
19945,3053,117961,118225,120663,118641,306399,118643,118644,1582,840
79793,3745,117961,118300,118360,124435,118362,118363,124436,2204,2752
26437,88283,117893,117894,117895,117896,117897,117887,117898,8092,329
36311,18680,91261,118026,118202,117905,117906,290919,117908,1867,5967
64721,55982,117983,117984,117878,179731,118020,117887,117973,8093,1124
28149,95479,126974,126975,118492,132692,226262,270488,132694,2034,56
23921,78527,126918,126919,118042,118043,118043,270488,118046,7562,28
79092,85475,117961,118300,120410,118777,279443,308574,118779,2181,156
37459,8115,91261,118026,118202,118321,117906,290919,118322,8094,1788
6921,49385,117961,118343,119598,118054,120716,117887,118055,6609,697
17226,20126,117961,117962,120677,120357,120678,118424,120359,3985,432
40061,15012,118212,118213,123201,117905,117906,290919,117908,3574,627
75078,2343,119691,119692,118635,122967,311441,119695,122969,496,81
110897,3868,117961,118386,120096,118784,117906,290919,118786,2217,839
75834,109363,120140,120141,120142,179731,119038,117887,117973,8095,143
28149,56744,117961,118386,118635,118536,132799,308574,118539,8014,56
38725,58489,117916,117917,117884,117885,117913,117887,117888,8096,382
23921,5151,117961,118300,118597,118054,118054,117887,118055,7380,28
30835,20412,117890,117891,117878,117879,117879,19721,117880,2146,2225
70088,21171,247952,118164,117878,133111,287816,118870,133113,8097,5968
4675,2641,117961,118327,118391,118321,117906,290919,118322,722,10
79121,4319,117961,118300,118395,118890,311441,118398,118892,8098,113
35376,87910,91261,118026,119279,118451,126309,118453,118454,2605,228
70453,23391,118602,118603,117941,117885,118097,117887,117888,8099,2428
16411,16566,117961,118327,120559,118054,118443,117887,118055,1149,4217
106966,1311,117961,117962,118910,118451,123503,118453,118454,216,5969
33054,4951,117961,118343,120126,119433,133686,118424,119435,2696,452
6977,7647,117961,118300,119181,117905,117906,290919,117908,617,39
29304,29643,118953,118954,117920,117879,240347,19721,117880,8100,217
17308,39942,117961,118225,124380,307024,140976,118331,118332,3051,62
39230,5717,117961,118300,124725,118321,117906,290919,118322,4389,5970
6977,3869,117961,118225,120050,118054,118054,117887,118055,2436,39
35733,4743,119062,130600,120663,117905,117906,290919,117908,1325,1001
38860,15460,118256,118257,117945,280788,280788,292795,119082,3074,88
27124,6217,117961,118327,118328,118465,125539,118467,118468,7146,65
39883,116406,117961,117962,120677,122067,297566,118424,122069,606,49
36005,100318,117893,117894,117895,117896,117897,117887,117898,8101,4964
70302,15459,118169,118170,135245,259173,143905,292795,118943,863,4380
78111,67940,117980,118076,117941,117879,117886,19721,117880,8102,4828
1020,54281,120342,120343,118631,127723,131288,118643,127725,8103,22
15714,15575,117902,118041,118623,280788,280788,292795,119082,7103,367
33642,25444,121518,121519,117895,118568,212837,19721,118570,7068,54
20396,13234,117929,117930,117920,117885,117913,117887,117888,5244,2657
17308,4933,117961,118300,118458,120006,311622,118424,120008,587,62
728,19623,117961,118225,118403,118784,117906,290919,118786,3828,2744
75078,15422,117961,118052,118867,120097,154656,270488,120099,7160,81
75834,15620,122880,122974,118042,118043,118043,270488,118046,884,143
391,2103,117926,117927,117920,118568,125937,19721,118570,8104,467
19802,4542,117961,118225,120551,128230,302830,4673,128231,403,4227
18418,17227,117961,118343,118979,118826,158101,118424,118828,1064,320
7543,133801,119062,119091,118535,118451,130134,118453,118454,1565,169
19980,5649,117961,118446,118684,124305,124306,118762,124307,4465,2691
927,13441,117961,118225,119781,118207,279443,270488,118209,2166,2205
42031,3872,117961,118386,118522,117905,123513,290919,117908,8105,64
32642,69370,118256,118257,117945,280788,280788,292795,119082,7476,829
23735,16101,119134,119135,118970,118396,305245,118398,118399,3430,5971
31825,17612,117961,118343,119598,120006,310997,118424,120008,739,753
16301,217,117961,118413,120370,117905,150358,290919,117908,7787,225
82361,25687,117961,118343,118660,119065,119212,118667,119067,7034,4576
27623,7011,117961,118327,120685,117905,117906,290919,117908,2315,679
75787,4193,117961,118343,118514,119849,133986,118638,119851,7723,121
80212,669,117961,118343,118437,117905,117906,290919,117908,5126,2371
34431,18450,117961,118052,118821,118321,118321,290919,118322,834,830
31671,1923,117902,117903,118783,117905,117906,290919,117908,295,2191
32270,52735,117961,118052,120356,122067,127906,118424,122069,1751,41
114099,93627,91261,118026,119507,118321,117906,290919,118322,3098,5972
100976,4478,117961,118386,118746,117905,240983,290919,117908,2125,2316
75078,22818,117961,118386,119954,117905,117906,290919,117908,1440,81
20744,6876,117978,117979,117920,127389,127390,19721,127391,8106,940
76845,3053,117961,118225,120663,118641,306399,118643,118644,1582,5973
79092,2296,117961,118413,277693,120773,118959,118960,120774,3549,156
84053,3108,117961,118225,124449,120313,230838,118424,120315,2376,5974
79310,16816,117961,118300,119984,120647,311441,118398,120649,4817,3272
75901,4871,117961,118300,125872,120006,159698,118424,120008,1345,150
4675,123310,117961,118386,121883,118321,117906,290919,118322,1078,10
15030,1146,117961,118225,120663,117905,240983,290919,117908,2121,11
19272,85475,117961,118300,120410,118784,117906,290919,118786,254,4880
34431,18450,117961,118052,118821,118784,117906,290919,118786,5030,830
75047,7284,91261,118026,118202,118321,117906,290919,118322,597,2753
27416,25374,117980,118076,117884,117879,117886,19721,117880,8107,213
20272,39732,117910,117911,117884,117885,117913,117887,117888,8108,1767
3853,3707,117961,118446,118684,124305,124306,118762,124307,1137,75
78150,3868,117961,118386,120096,117905,117906,290919,117908,1919,2489
1287,13791,117961,117962,117904,120773,127525,118960,120774,8109,3582
80208,3753,117961,118300,118360,118054,118054,117887,118055,1103,1240
42012,87908,117961,118413,120370,118784,117906,290919,118786,6999,5975
27287,1222,117961,118327,120171,118054,126488,117887,118055,8110,976
73145,2607,118752,119070,119121,118274,149344,292795,118276,7085,3099
23965,131441,117961,118343,118292,118422,300136,118424,118425,1400,386
75834,7790,118573,118574,117945,117946,120541,292795,117948,743,143
32270,5369,117961,118413,122007,118321,118448,290919,118322,8111,41
39262,4468,117961,118413,119968,118321,118448,290919,118322,1044,118
20335,17728,117961,118446,119986,118318,168365,118205,118319,4179,5976
84052,671,117961,117962,118352,117905,152344,290919,117908,8112,1757
3853,18686,117961,118386,128823,118321,117906,290919,118322,616,75
19722,16974,117961,118300,119181,118321,117906,290919,118322,1247,148
80153,2270,117961,118413,277693,118777,279443,308574,118779,2830,5716
73876,32457,117961,118327,118320,118502,130777,118504,118505,2299,1496
20294,56775,117916,117917,117884,117879,117886,19721,117880,3861,368
100003,1012,117961,118225,119924,118321,117906,290919,118322,1687,5977
41594,13304,117961,118327,123757,119849,144429,118638,119851,5763,234
36635,4311,119062,119091,118514,118747,271334,118453,118749,1671,3694
38710,13180,118084,118085,117884,117885,117913,117887,117888,8113,1229
42093,50015,117961,118343,119598,120344,310997,118424,120346,2508,211
80848,15964,117961,118446,120317,118361,127527,118363,118364,6046,4366
74001,48123,118090,118091,117941,117885,117913,117887,117888,5531,1300
34924,16850,117961,118225,122298,119093,128819,119095,119096,4949,312
42041,1728,117961,118327,118507,118890,138290,118398,118892,3846,2899
6977,7547,117961,118327,118933,117905,117906,290919,117908,1083,39
34516,99669,117961,118446,118701,119587,132462,118704,119589,8115,1394
78591,50056,117893,117894,117878,130479,131625,119784,130481,2881,769
116876,1614,117961,118327,120171,118747,130134,118453,118749,2099,5978
14999,3692,117961,118413,120370,121594,170665,4673,121596,257,4106
111637,4341,117961,118343,118957,118321,117906,290919,118322,192,5979
76572,7553,117961,118225,118403,118321,117906,290919,118322,650,5980
20747,11826,118090,118091,117920,123191,123191,19721,123192,5269,4586
32985,86285,117961,117969,118673,123082,131110,19793,123084,5834,2259
29304,57226,117975,117976,118810,118811,310825,19793,118813,8116,217
43312,72988,117910,118855,117941,118568,135898,19721,118570,8117,5981
27314,783,117961,118413,127522,121594,126485,4673,121596,893,1336
79092,2983,117961,118343,118700,118321,117906,290919,118322,1390,156
15064,4962,118887,118888,119031,118293,214497,118295,118296,8118,254
41649,81619,118990,118991,118992,117905,120828,290919,117908,6574,182
80551,3881,117961,118343,118514,118321,117906,290919,118322,1059,1967
34882,1411,117902,117903,118437,122129,305057,121916,122131,3076,4969
19998,3509,130570,119256,118042,118043,118043,270488,118046,2976,471
15714,2456,118752,118753,120995,117946,118806,292795,117948,4682,367
74156,7520,117961,118343,124725,117905,240983,290919,117908,689,4792
42136,7475,91261,118026,118202,118321,117906,290919,118322,1097,5982
79092,3868,117961,118052,122938,117905,117906,290919,117908,3815,156
73798,51347,120864,121013,124133,120789,225335,118424,120791,8119,1744
102700,51748,118315,118316,225010,118685,279443,308574,118687,130,5983
74001,656,118090,118091,117912,117885,117913,117887,117888,8120,1300
83238,5637,117961,118413,122007,118784,124402,290919,118786,3482,5984
312046,24169,117916,117917,117941,117885,117913,117887,117888,5043,3311
80205,7069,117961,118386,123844,118321,117906,290919,118322,5125,5585
84025,23347,117961,118052,119408,118685,279443,308574,118687,2822,5985
45904,21556,118006,118007,117941,117885,117886,117887,117888,7812,709
43452,27818,117916,117917,117884,117885,117913,117887,117888,4378,30
80407,51138,117961,118413,119968,118321,117906,290919,118322,4732,5986
312103,16922,117961,117962,118501,117905,117906,290919,117908,3648,5987
17249,4729,117961,118300,118301,118054,118443,117887,118055,4126,482
42531,3843,117961,118413,120370,118784,237727,290919,118786,1505,5988
39011,4189,117961,118343,119987,118321,117906,290919,118322,997,5989
74283,25262,117961,118327,118320,118685,311622,308574,118687,5008,209
18418,52105,118595,118596,81476,121469,130834,118424,121471,2593,320
16116,4712,117961,118343,118395,123067,269406,118398,123068,2243,1869
42093,57797,119596,119597,169899,119928,306404,118331,119929,2165,211
45317,5043,117961,118300,118458,120344,310997,118424,120346,2859,2763
32642,18133,118573,118574,118623,118995,130573,292795,118997,8121,829
14924,3917,117961,118300,121405,118321,240983,290919,118322,2170,907
34223,2034,117961,118052,118328,299559,259703,118205,163732,4553,3414
80762,79114,117961,118225,124449,119849,310589,118638,119851,5162,424
25885,1475,117943,117944,118450,119192,125738,119184,119194,8122,731
17308,92496,117961,118300,123719,118685,279443,308574,118687,6085,62
39264,1736,117961,119256,119257,118995,118806,292795,118997,5885,441
6977,743,117961,118343,120722,118784,117906,290919,118786,1725,39
52683,50426,117980,118076,117912,117885,117913,117887,117888,8123,284
15915,51226,117961,118327,118320,118641,164752,118643,118644,1553,315
43443,19830,119062,119091,123125,118784,121556,290919,118786,4939,4808
17249,70264,117961,118343,118437,118361,249872,118363,118364,5012,482
79299,15554,117961,118386,123144,118890,125128,118398,118892,2760,244
79092,20965,117961,118300,19772,120628,278014,118131,120629,4329,156
42770,4620,117961,118300,119181,117905,117906,290919,117908,3986,5509
16162,743,117961,118343,120722,118784,117906,290919,118786,1725,1495
73815,88387,118315,118463,118522,118465,175082,118467,118468,8124,533
40237,49772,91261,118026,118746,118451,126309,118453,118454,3600,1570
74450,16133,5110,117954,122672,127389,127390,19721,127391,4045,5991
23096,174,117961,118413,121639,118777,279443,308574,118779,4529,110
16496,6137,117961,118225,119924,118259,117906,290919,118261,8125,387
27727,16850,117961,118225,119238,119093,139668,119095,119096,2614,666
35041,14800,117961,117962,118352,179731,162809,117887,117973,6755,5992
42085,17227,117961,118343,123476,118980,301534,118295,118982,6,106
37951,6034,117890,118102,117878,117879,117879,19721,117880,4497,925
79092,1409,117961,118300,118437,118958,118959,118960,118961,1525,156
25993,4738,117961,118300,118458,120006,311622,118424,120008,1781,6
23096,17561,91261,118026,118202,118278,118260,290919,118279,992,110
27356,33,117961,118413,119968,118636,254249,118638,118639,1468,540
32310,158757,120342,120343,118395,118396,266864,118398,118399,630,5993
73194,795,117961,118225,120551,118784,117906,290919,118786,3515,1688
34247,5163,118290,118291,118597,120344,149688,118424,120346,4546,1133
6690,3800,117961,118225,118403,118321,117906,290919,118322,5130,621
44722,95479,117961,118327,118492,132692,226262,270488,132694,1430,585
25241,19857,117929,117940,117941,117885,117913,117887,117888,4845,1348
1020,14829,117961,118052,119986,118321,117906,290919,118322,2805,22
38722,6733,117961,117969,6725,127955,144919,127957,127958,8127,702
17308,6071,117961,118413,122007,118321,118448,290919,118322,3565,62
75078,28246,118315,118463,118522,118784,121926,290919,118786,8128,81
31369,3722,117961,118300,120059,121469,128942,118424,121471,6138,999
18418,6235,117961,118343,118437,118777,279443,308574,118779,5479,320
1529,1541,117961,118225,123173,119093,123174,119095,119096,4221,3229
33642,17841,118216,118587,117941,118568,135898,19721,118570,4355,54
6977,3990,117961,117962,118409,120516,123107,120518,120519,2542,39
29634,49283,117961,118300,119181,117905,117906,290919,117908,6996,4053
37260,56026,117983,117984,117878,117879,117897,19721,117880,8129,727
74779,15409,117943,117944,117945,118274,207240,292795,118276,3116,1730
6921,4620,117961,118300,119181,118784,121873,290919,118786,501,697
74115,29134,117961,118300,123719,118321,117906,290919,118322,1239,923
38704,56653,117916,118011,118599,179731,199148,117887,117973,4214,414
29693,8138,117961,118052,118378,150074,150075,119772,150076,8130,578
40630,33664,118090,118091,117941,118568,131694,19721,118570,8131,508
18913,16948,117929,117930,117884,117885,117913,117887,117888,8132,164
74142,2354,117961,117962,118501,118502,118503,118504,118505,2144,89
16166,7586,117961,118225,118403,117905,117906,290919,117908,1205,2507
1020,55752,118181,118182,117941,117885,117886,117887,117888,8133,22
42093,820,117961,118300,123719,118321,240983,290919,118322,1878,211
42208,1152,117902,118041,118862,118863,305057,118398,118865,6671,2694
216,217,117961,118413,120370,118321,240983,290919,118322,172,833
35733,59785,91261,118026,120671,121143,139068,249618,121145,4932,1001
6977,17831,117902,117903,28618,128230,302830,4673,128231,7415,39
77203,57718,117961,119256,119257,117946,118806,292795,117948,4575,275
20299,58497,117959,117960,118810,118811,241709,19793,118813,8134,807
23242,6982,117961,118300,118783,118321,117906,290919,118322,872,5995
80813,274483,125714,125715,121176,118321,231345,290919,118322,8135,3846
73745,7530,117961,118343,118514,132671,132672,290919,132673,1890,5172
104322,3225,117961,118327,118929,118321,117906,290919,118322,299,5996
79092,15417,117961,119256,120943,126684,130913,292795,126685,2555,156
75834,8784,117961,118300,119890,118834,150799,118424,118836,1027,143
25546,5739,117961,118446,118684,127108,132156,118667,127110,3842,857
79440,2544,121005,121006,117945,117946,125711,292795,117948,8136,3715
1008,8433,117961,118327,118929,118784,117906,290919,118786,2155,1396
72990,1146,117961,118225,120663,117905,117906,290919,117908,3029,5997
94779,16698,117961,118300,118597,118636,311057,118638,118639,3937,4127
33642,50581,118114,118115,117941,117879,117886,19721,117880,8137,54
23096,27818,117916,117917,117884,117885,117913,117887,117888,4378,110
3853,118619,117961,118343,119142,118784,147114,290919,118786,7126,75
79720,46476,117902,117903,120171,120172,230830,290919,120173,3766,5998
42021,4549,117961,118225,120050,118321,118448,290919,118322,1478,891
6704,6199,117961,118225,120663,117905,240983,290919,117908,7526,4207
80179,17209,117961,118052,123144,123067,233714,118398,123068,7311,967
78398,7069,117961,118386,123844,117905,117906,290919,117908,1476,2610
29058,51345,117961,118052,120417,118702,125047,118704,118705,867,155
25569,57757,117961,118343,142038,118784,121873,290919,118786,1318,3714
18400,52108,117961,118343,119993,117905,117906,290919,117908,2893,5894
35528,51375,118212,118213,118684,119065,215972,118667,119067,1883,1089
41385,25687,117961,118343,118660,119065,119212,118667,119067,7034,2654
40806,16566,117961,118327,120559,118054,123102,117887,118055,3879,4133
4675,7647,117961,118300,119181,118784,117906,290919,118786,4688,10
78754,4515,117961,118225,119824,118321,117906,290919,118322,6018,6000
37567,49772,91261,118026,118746,118451,126309,118453,118454,3600,2677
17849,17860,117961,118386,131067,120628,278014,118131,120629,7532,417
79092,15682,117961,118300,118957,118321,117906,290919,118322,666,156
110281,5604,117961,118343,119598,118636,235245,118638,118639,2687,6001
43600,5496,91261,118026,118202,118321,117906,290919,118322,563,6002
16191,6216,117961,118327,118328,124886,306399,118643,124888,6616,1253
70453,14695,118602,118603,117941,117899,117899,19721,117900,2904,2428
20292,21049,117926,118266,117920,117879,117886,19721,117880,1366,186
4675,126191,119301,119302,119303,117905,117906,290919,117908,5718,10
41460,21943,118006,118007,117941,118568,292195,19721,118570,4116,2196
52683,91966,118953,118954,117941,117879,117886,19721,117880,8138,284
42914,61948,118163,118164,117878,117879,208308,19721,117880,284,3971
75078,5697,117961,118386,118692,118784,117906,290919,118786,234,81
43877,50208,118079,118080,117878,117879,304519,19721,117880,6176,1256
4679,1012,117961,118225,119924,118321,117906,290919,118322,1687,6003
4675,13876,117961,118386,118404,118841,240982,118643,118843,388,10
676,44022,117961,117962,122215,118321,160543,290919,118322,3308,2862
18418,7524,117961,118300,118437,118777,279443,308574,118779,6322,320
34105,117445,119062,119091,118535,118321,117906,290919,118322,5945,3425
83244,8138,117961,118052,118378,135740,119771,119772,135742,3908,6004
39907,14731,117961,118446,118447,118784,213944,290919,118786,878,6005
34904,6982,117961,118300,118783,117905,117906,290919,117908,1118,6006
26986,1043,120140,120141,121589,124886,123881,118643,124888,5943,970
75078,60789,117961,118386,118522,118536,118537,308574,118539,762,81
31402,7477,119301,119302,119303,118321,117906,290919,118322,3360,3352
1151,124899,117961,118327,120171,118890,149216,118398,118892,2501,160
740,994,117961,118300,120312,120516,123107,120518,120519,2142,3013
35002,39942,117961,118225,124380,307024,140976,118331,118332,3051,3199
43938,1012,117961,118225,119924,117905,240983,290919,117908,1863,6007
42093,4620,117961,118300,119181,118784,121873,290919,118786,501,211
79299,17128,117961,118300,119984,119949,230830,290919,119951,3886,244
78271,7424,5110,117954,122672,118777,306530,308574,118779,1567,4920
81482,19986,117961,118225,118403,120773,136187,118960,120774,2750,2550
71226,71189,117961,118386,118746,118318,168365,118205,118319,8139,3207
73815,40932,118315,118463,118464,120765,130740,118467,120767,8140,533
687,7001,117961,118327,118933,121594,132108,4673,121596,2473,6008
20299,19051,117929,117930,117912,117879,117886,19721,117880,4956,807
33142,95428,91261,118026,118202,117905,117906,290919,117908,3097,6009
37089,22431,117961,118413,126229,118685,279443,308574,118687,8141,2008
78708,15516,117961,118052,120417,119587,132675,118704,119589,7155,6010
18418,5053,117961,118300,121108,120344,267189,118424,120346,1291,320
44900,2583,118752,118753,117945,280788,121024,292795,119082,1466,4559
18418,3811,120864,121013,118395,118396,269406,118398,118399,154,320
73108,53150,119062,119091,128935,118890,125681,118398,118892,7246,1259
39177,12986,5110,117954,117895,117899,117897,19721,117900,8142,5159
25993,5143,117961,118343,123125,118636,310589,118638,118639,5034,6
5173,4590,117961,118343,118395,123067,269406,118398,123068,197,357
72024,50051,117961,118052,120304,118054,118443,117887,118055,8143,485
3853,5196,117961,118052,121949,118207,127292,270488,118209,4552,75
75215,86385,117961,118225,121574,122645,309858,119221,122647,4896,6012
35376,4565,117961,118386,121961,118784,117906,290919,118786,1623,228
39332,18213,117961,118386,118746,118747,160002,118453,118749,588,732
39183,7424,5110,117954,122672,133111,306530,118870,133113,6359,1317
37737,12697,118106,118107,117884,117885,117913,117887,117888,7281,2288
37734,46559,117989,117990,117884,117885,117913,117887,117888,8144,74
28149,46374,118315,118316,225010,119849,134910,118638,119851,2220,56
75078,11869,119170,119171,126745,216825,279013,19721,216827,8145,81
19722,724,117961,118300,119181,117905,117906,290919,117908,6666,148
77178,34935,117887,120846,121694,122022,298203,119221,122024,5378,252
3853,8150,117961,118386,119954,118318,168365,118205,118319,4700,75
34748,125466,117902,117903,120171,120990,262257,118398,120992,3965,903
80074,858,117961,118300,118529,122129,305057,121916,122131,8146,3951
26826,17156,117961,118300,118810,123082,197687,19793,123084,791,6013
23986,3755,117961,118343,118395,118890,125128,118398,118892,2135,790
70111,3053,117961,118225,120663,124886,132017,118643,124888,2641,5859
74310,52807,119134,119135,123007,120789,305850,118424,120791,5103,38
20897,16907,117961,117962,122059,119997,278014,118131,119998,8085,383
34954,23185,117961,118327,4674,118685,311622,308574,118687,2629,1471
35040,4743,119062,130600,120663,120773,118959,118960,120774,4867,5647
79310,17733,117961,118300,119984,118890,125128,118398,118892,1016,3272
16213,221,117961,118413,120370,118321,117906,290919,118322,3064,787
4675,5039,117961,118343,123125,118777,279443,308574,118779,5660,10
42093,17261,117961,118343,118833,118054,120238,117887,118055,8147,211
80696,5238,118290,118291,118053,132692,134889,270488,132694,471,6014
98431,7002,117961,118343,123125,118278,132715,290919,118279,18,6015
74356,7991,117961,118327,118378,124000,130061,119772,124002,8148,3982
75179,70168,117961,118052,120539,118685,158670,308574,118687,8149,2236
75834,5701,117961,118052,118821,118636,310589,118638,118639,1030,143
23842,8607,117961,118225,118403,118321,117906,290919,118322,6933,1033
919,1450,117961,118300,118437,119962,168365,118205,119964,4572,919
1020,2409,117961,117962,117904,119949,230830,290919,119951,1391,22
1287,2296,117961,118413,277693,123737,127475,118960,123738,2159,3582
79092,3648,117961,118300,118631,118834,309123,118424,118836,1961,156
77999,5432,117961,118327,118391,118641,123881,118643,118644,135,6016
42228,13671,117961,118327,118744,120690,120691,290919,120692,5041,701
42085,3085,117961,118300,125821,119849,154949,118638,119851,4333,106
23096,1806,117961,118413,122007,118321,117906,290919,118322,1242,110
6964,59067,117961,118327,121645,124886,306399,118643,124888,4489,125
36472,23345,117961,118327,120318,122060,130360,290919,122062,1994,6017
45904,17610,118006,118007,117884,117885,117886,117887,117888,8150,709
34869,15993,117961,117969,121617,131849,149815,121620,131851,476,1804
39879,5570,117961,119256,119257,280788,280788,292795,119082,4356,335
74760,8375,119691,119692,118635,174391,117906,119695,174393,1235,5881
75901,59765,117961,118386,121961,118912,309291,118424,118914,489,150
25993,15682,117961,118300,118957,118321,117906,290919,118322,666,6
17308,4871,117961,118300,125872,120006,159698,118424,120008,1345,62
104618,49423,117961,118052,123144,118396,269406,118398,118399,259,6018
5404,5409,117961,118343,119993,117905,240983,290919,117908,3991,6019
41697,46608,118315,118463,122636,133111,133112,118870,133113,2901,6020
42769,7320,5110,117954,122672,128197,273102,119772,128199,1902,3349
27729,3281,117961,118225,120323,120591,120592,119095,120593,494,1977
42085,12394,119134,119135,125821,118422,300136,118424,118425,4153,106
39883,22458,117961,117962,120677,307024,306404,118331,118332,399,49
