PERSON_BUSINESS_TITLE,PERSON_BUSINESS_TITLE_DETAIL,PERSON_COMPANY,PERSON_DEPTNAME,PERSON_ID,PERSON_JOB_CODE,PERSON_JOB_FAMILY,PERSON_MGR_ID,PERSON_ROLLUP_1,PERSON_ROLLUP_2,PERSON_ROLLUP_3,RESOURCE_ID,u_uid,r_rid
48913,8,33290,33517,40383,33326,33430,41986,33357,33458,33359,9813,17700,37
33518,34005,35218,34483,48593,9,33430,34271,33283,33323,33285,9723,17703,27
58046,8,33313,33279,76793,33431,34851,46536,2,40641,4,7489,17704,7
37620,8,33290,42721,73067,33431,33291,33620,33283,33300,33285,9001,17705,2
44117,36963,33290,36964,68491,33431,33291,34300,33283,40641,33285,9001,17706,2
58787,8,33290,33302,63843,33431,33604,33734,33283,33666,33285,9001,17707,2
35162,8,33290,39436,60569,33345,68850,39095,33299,33790,33301,9821,17708,5
33947,8,33290,37014,74297,33431,33430,35788,33316,33323,33317,9001,17710,2
63016,8,33904,36490,46694,33431,33291,41760,33283,33300,33285,7489,17712,7
36377,8,33290,34483,72158,33431,33604,35717,33283,33323,33285,9001,17716,2
37018,8,33290,37014,65291,33431,33430,59147,33316,33385,33317,7489,17717,7
65213,8,33269,40724,37737,33268,33370,52146,2,34411,4,4604,17719,1686
48294,8,34474,34472,53158,9,37073,40631,33299,34471,33301,7489,17723,7
57507,8,33290,34222,34530,33289,33678,40235,33426,33927,33428,9667,17725,4
33478,36228,33290,33866,55279,33431,33430,37745,33299,34471,33301,9001,17727,2
36521,44965,34913,39341,41305,33431,33291,34137,33283,36494,33285,9001,17731,2
33336,8,33313,33307,53276,33275,11,35065,2,3,4,9771,17732,14
33336,8,33313,33279,59572,33275,11,35663,2,3,4,9771,17733,14
33518,8,33290,34102,69602,9,33430,44695,33299,33601,33301,2303,17734,19
49986,36963,33290,36151,53235,33431,33423,36458,33357,37028,33285,7489,17735,7
33691,8,34474,34752,37016,9,33430,54742,33299,34471,33301,9001,17736,2
55203,8,33290,35625,57103,33345,33430,45299,33316,34024,33317,7489,17740,7
33336,8,33313,33438,66019,33275,11,34802,2,3,4,9771,17741,14
33691,8,33290,33866,60132,9,33430,43483,33299,34471,33301,9001,17743,2
33947,8,33290,35159,77483,9,33430,40235,33283,40171,33317,7489,17744,7
52258,8,33290,33676,44849,33289,33678,38253,33316,33385,33317,9667,17745,4
63335,8,33290,34573,59627,34576,34613,34571,33283,33323,33285,9001,17747,2
59360,8,33290,34662,76211,33289,33291,34860,33283,33300,33285,7489,17748,7
67399,8,33904,36213,60885,33431,600,41410,2,34181,4,9771,17750,14
40049,8,33290,33477,68233,33431,33461,37566,33416,36963,33418,7489,17754,7
70825,8,33290,34662,67995,34576,33291,38037,33283,33300,33285,9001,17755,2
44741,8,33313,33467,55530,33431,34851,37423,2,40641,4,9001,17757,2
48913,8,33904,37239,44569,33289,33423,49032,2,33365,4,7489,17759,7
37394,8,33290,34102,54854,9,33430,37177,33299,33601,33301,9667,17761,4
36101,8,33844,33854,65040,33431,33423,38854,33426,33927,33428,9001,17763,2
37158,8,33290,34673,60236,33431,33430,38677,33316,34024,33317,9667,17764,4
76163,8,33290,37043,41878,9,34780,47908,33426,33323,33317,7489,17766,7
77865,8,33290,36490,58199,33289,33291,46384,33283,33666,33285,9001,17767,2
33336,8,33313,33438,42014,33275,11,33640,2,3,4,9771,17768,14
43389,8,33290,39855,34530,9,34851,34879,33283,35474,33285,7489,17771,7
33336,8,33313,33273,70562,33275,11,38114,2,3,4,9771,17772,14
64657,8,33290,37014,59616,33431,33430,35808,33316,34024,33317,9667,17773,4
33518,8,35218,35215,50957,9,33430,40900,33299,35215,33301,9773,17774,43
33677,8,33290,33676,44507,33289,33678,33786,33426,33675,33428,9667,17775,4
61501,8,33290,47909,34340,33431,35276,44199,33316,34256,33317,9667,17777,4
77658,8,33290,39855,38638,33431,34851,56325,33283,35795,33285,9001,17778,2
61229,8,33320,34611,77521,33431,34851,34098,2,35227,4,9667,17779,4
51436,8,33290,33360,70941,33431,33423,53401,33357,33358,33359,9001,17780,2
33518,8,33388,36928,74641,33289,33526,39481,33299,34787,33523,9729,17782,33
33518,8,33290,34102,41639,9,33430,41894,33299,33601,33301,2303,17783,19
76163,8,33290,35491,44324,33431,33291,36127,33283,35474,33285,9001,17785,2
69915,8,33290,38624,59439,9,34851,34396,33426,40641,33428,9667,17786,4
34557,75239,33844,49729,55165,33309,33930,38056,33521,34861,33523,9204,17789,44
33677,8,33290,33621,77828,9,33430,38056,33426,33427,33428,9667,17790,4
46005,33777,33290,33775,34944,9,33291,45288,33283,33323,33285,9001,17794,2
75824,8,33346,38575,55097,33431,33389,34705,33339,33895,4,7489,17795,7
67403,8,33290,40737,67490,9,33833,46117,33426,33675,33428,9667,17796,4
33691,8,33290,33517,75146,33431,33430,39275,33357,33458,33359,7489,17798,7
75599,8,33290,36661,74009,33289,33291,48214,33283,33300,33285,9001,17801,2
7,8,33313,33438,40905,33275,11,33998,2,3,4,9771,17802,14
53178,8,33290,42582,60794,33289,33291,44864,33283,33300,33285,9001,17807,2
36214,8,33290,35410,61342,33431,42967,33757,33426,33358,33285,7489,17808,7
67403,8,33290,34662,75378,33431,33291,38417,33283,36494,33285,9001,17809,2
44045,37369,33290,42582,58044,33289,33291,33452,33283,33300,33285,7489,17810,7
39463,8,33290,33517,56361,33326,33430,37252,33357,33358,33359,7489,17814,7
7,8,33313,33438,54870,33275,11,35828,2,3,4,9771,17815,14
33947,8,33290,37014,64422,9,33430,34288,33316,34024,33317,7489,17816,7
33691,8,33290,33517,44112,33431,33430,33433,33339,33447,33285,7489,17817,7
49563,8,33388,42245,62019,9,33430,33399,33316,34024,33317,6677,17818,97
73432,8,33290,33477,70869,33431,33430,40285,33339,36963,33341,7489,17819,7
72455,8,33290,33360,56408,33345,34577,49517,33357,33358,33285,7489,17820,7
33622,8,33290,33302,42419,33431,33430,43421,33299,34471,33418,9667,17824,4
48913,8,33290,33769,72655,33289,33291,52762,34046,33300,35026,9001,17825,2
33336,8,33313,33307,67597,33275,11,35065,2,3,4,9771,17826,14
33518,8,35218,35215,58484,33326,33526,37666,33299,34432,33301,9810,17827,12
36978,8,33904,34611,54046,33431,34851,42248,33426,36494,33428,7489,17828,7
45133,8,34474,33840,75720,9,35276,45509,33299,34471,33301,9001,17831,2
33518,33344,35218,35215,77452,33326,33430,48962,33283,35215,33285,9803,17835,23
63016,8,33290,36137,48757,33289,33595,48214,34046,33300,33285,9001,17837,2
34226,8,33904,33798,69825,33431,33423,70634,33426,33927,33428,7489,17839,7
37971,8,33290,33302,47383,9,33423,42110,33426,34279,33359,9667,17840,4
36978,8,33844,33294,54336,33431,33291,39343,33283,33885,33285,9001,17842,2
73894,8,33290,33812,67213,33326,600,36441,33316,33853,33301,4491,17843,1594
36461,8,33290,33545,36567,33345,33526,40620,33521,33625,33523,9722,17844,11
33616,8,33313,33438,55632,33309,33362,37591,2,3,4,9667,17845,4
36047,8,34999,33568,37333,33345,33423,40159,33416,33689,33418,7489,17847,7
52528,8,34474,34472,74207,33326,34851,41869,33299,34471,33301,9001,17848,2
33518,8,33290,35374,62788,9,33430,55647,33299,33601,33301,9771,17853,14
60549,8,33290,37014,41382,33431,33430,42661,33316,34024,33317,9667,17854,4
46896,8,33290,39855,38879,9,34851,52828,33283,40641,33285,7489,17856,7
34226,8,33904,34935,39008,33431,34851,44907,2,36494,4,9001,17858,2
75644,8,33290,36369,68762,33289,33270,46574,33521,34279,33523,9813,17859,37
44431,8,33290,38783,71856,33431,33291,36686,33283,33885,33285,7489,17860,7
59360,8,33290,34673,42499,33431,33430,47378,33316,40171,33285,9667,17864,4
36214,52868,34210,33861,74166,33431,33423,35164,33357,33458,33359,9667,17865,4
48795,8,33290,36137,76168,33289,39173,36413,33283,33300,33285,9001,17866,2
77435,8,33290,33866,55021,33431,33461,57150,33339,40641,33341,7489,17867,7
76218,8,33904,35427,76356,33431,33526,33356,33521,34979,33523,9811,17868,10
7,8,33313,33273,54340,33275,11,34879,2,3,4,9771,17871,14
53786,8,33290,35336,61217,33431,33461,52107,33283,33927,33285,9001,17872,2
71652,8,33290,33302,49116,9,33604,56508,33416,48274,33418,9001,17873,2
33518,35217,35218,35215,61140,33289,33657,35034,33521,35215,33341,9802,17874,3
40254,8,33904,34611,73658,33431,33423,45821,2,33284,4,9811,17875,10
55829,8,33290,33769,47386,33431,33291,37531,34046,33300,33285,9001,17876,2
53178,8,33290,33667,65130,33289,33291,39593,33283,33300,33285,9001,17878,2
59982,8,33290,33477,67740,33431,33291,47380,33283,34397,33285,7489,17881,7
39580,8,33290,54321,77657,33431,33291,34369,33283,33323,33285,7489,17883,7
66656,8,34474,33438,64773,33309,33657,44607,2,34471,4,9771,17886,14
33991,8,35275,35600,74678,33431,33526,36460,33339,67188,33341,8094,17889,179
73252,8,33290,37014,47320,33289,33430,50680,33316,34024,33317,9667,17890,4
65743,8,33290,39855,70510,9,34851,35786,33283,40641,33285,9667,17892,4
73952,8,33290,34752,39664,33431,33430,33293,33299,34471,33301,7489,17898,7
41577,8,33313,33438,58881,33309,33403,33433,33283,33927,4,7489,17900,7
63494,8,33904,34611,56583,33431,34851,77339,2,33730,4,9667,17901,4
63834,8,33290,34662,70793,33289,34435,50917,33283,33300,33285,9001,17903,2
48913,8,33313,50795,67247,33326,11,35245,33299,3,33301,8823,17904,85
77435,44965,33290,39341,64966,33431,33291,47902,33283,35795,33285,9001,17905,2
36047,8,33290,33769,63052,33289,35276,37999,2,33300,4,7489,17906,7
39580,8,33290,33302,69322,33326,33430,70232,33339,33529,33359,9001,17911,2
63664,8,33290,38783,57430,33431,33430,43456,33316,34256,33317,7489,17912,7
33489,8,33313,33438,68954,33275,11,35065,2,3,4,9771,17917,14
33677,8,33290,35228,60437,33431,33291,47741,33283,34411,33285,9667,17923,4
52864,8,34474,34752,61520,33431,34577,33508,33283,36494,33285,9001,17924,2
44657,8,33290,34662,68889,33289,33657,37226,33283,33300,33285,9001,17925,2
34568,8,33313,33438,41242,33289,11,42549,2,3,4,4774,17927,346
33518,33777,33388,33775,59692,33289,33430,34482,33283,33323,33285,9001,17929,2
48183,40237,33290,33517,44455,33431,33291,35062,33357,33458,33359,7489,17930,7
75566,8,33313,33279,76421,33309,11,35065,2,3,4,9771,17932,14
48858,8,33290,39855,51310,9,34851,34509,33426,35227,33285,7489,17933,7
52843,40152,34474,35926,47110,33431,33430,59147,33299,34471,33301,9001,17935,2
33336,8,33313,33307,55116,33275,11,34294,2,3,4,9771,17936,14
58780,8,33290,36137,38736,33431,33291,35044,33283,33300,33285,9001,17937,2
33336,8,33313,33279,35416,33275,11,35663,2,3,4,9771,17938,14
77741,8,33290,34131,41836,33431,33430,40235,33316,34024,33317,9667,17941,4
58356,8,33290,37014,57107,9,33430,40296,33426,34024,33428,9667,17943,4
76670,8,33290,36151,48330,33431,33430,49058,33299,36963,33301,7489,17944,7
37971,8,33296,46722,66829,33431,33712,34300,33521,36087,4,10304,17946,256
56040,8,33290,34472,47386,33431,33430,46032,33299,34471,33301,7489,17947,7
33336,8,33313,33438,69422,33275,11,33825,2,3,4,9771,17948,14
34201,8,33313,53485,69330,9,11,40822,2,3,4,7112,17953,1645
69915,8,33290,37014,51152,9,33604,56980,33316,34024,33317,9667,17954,4
33336,8,33313,33438,63180,33275,11,34763,2,3,4,9771,17955,14
34896,8,33290,34472,57062,33431,33291,34726,33339,33529,33418,7489,17957,7
38227,8,33290,37014,40065,33431,33430,36023,33316,33385,33317,9667,17958,4
36120,33777,33290,35228,39487,33431,33291,56674,33283,33323,33285,9001,17959,2
68648,8,33290,33386,57305,33431,33430,37190,33316,34024,33317,9001,17962,2
33691,8,33290,34752,64004,33431,33430,34860,33339,33447,33341,7489,17963,7
46896,8,33290,33302,71997,9,33604,34823,33426,33666,33428,7489,17964,7
33691,8,33290,33448,72673,33431,33604,34860,33283,35884,33341,7489,17965,7
66656,35798,34474,39341,58032,9,34577,48566,33283,36494,33285,7489,17968,7
48183,8,33290,33769,44246,33431,33423,62290,33283,33300,33285,9001,17970,2
44620,8,33290,37014,48758,33431,33430,46376,33316,34024,33317,9667,17971,4
36377,33288,33290,33286,57498,33431,33291,50680,33283,33284,33285,7489,17972,7
33622,8,33290,33302,68394,9,33362,40296,33299,42620,33301,9667,17973,4
68585,8,33290,33866,47482,33431,33430,37708,33299,34397,33301,7489,17974,7
60346,8,33290,35132,67710,33289,33657,47753,33283,33323,33285,9001,17975,2
52296,8,34474,33477,58320,33431,35477,34909,33299,34397,33301,9001,17977,2
58104,8,33617,33615,67770,33431,33362,34755,33416,33476,33418,9001,17978,2
33336,8,33313,33279,61557,33275,11,39974,2,3,4,9771,17981,14
35968,8,33290,34662,62769,33289,34435,45527,33283,33300,33285,9001,17982,2
35781,8,33290,41291,63180,33431,33291,37653,33283,33300,33285,9001,17984,2
33336,8,33313,33279,69223,33275,11,35828,2,3,4,9771,17985,14
69915,34005,33617,33524,75378,33345,33461,37318,33416,34279,33418,9001,17986,2
34858,8,33290,33517,48511,33326,33423,37252,33357,33458,33359,2303,17987,19
33691,8,33290,33667,49915,33431,33430,36149,33283,33584,33341,7489,17991,7
53103,8,33904,35612,36534,33431,43075,36354,33416,34207,33418,9001,17992,2
69830,33288,33290,33775,34608,33431,33291,49392,33283,33323,33285,9667,17995,4
34226,8,33904,39855,59682,33431,34851,35611,33426,35335,33428,9667,17998,4
33336,8,33313,33307,60031,33275,11,54567,2,3,4,9771,18001,14
34226,8,33290,34662,42981,33289,36029,33548,33283,34572,33285,9667,18002,4
35552,8,33290,33916,75393,33345,35134,45175,33357,35017,33523,10568,18003,180
44093,8,33290,34381,56037,33431,34851,44059,33283,36494,33285,9001,18005,2
40456,8,33290,36667,72922,33326,33604,37093,33299,34471,33301,7489,18006,7
33336,8,33313,33279,59266,33275,11,54567,2,3,4,9771,18007,14
42662,33288,33290,36151,41726,33431,33362,44528,33283,34397,33285,7489,18008,7
70515,34665,33290,35228,64254,33431,33423,50674,33426,33927,33285,7489,18010,7
66625,8,33290,36151,39241,33431,33291,36729,33283,36963,33285,9001,18011,2
61842,8,33617,34480,47472,33431,33595,34079,33416,35971,33418,9667,18013,4
47848,8,33290,33775,77637,9,33291,33722,33283,33323,33285,9667,18014,4
33518,8,33290,34752,45272,33431,33430,40444,33316,34471,33317,7489,18016,7
33622,8,33290,54321,57258,33345,33604,49007,33299,35013,33301,9001,18017,2
36521,44965,33976,39341,49031,33431,33291,51482,33283,36494,33285,9001,18018,2
71879,8,33290,33302,57077,33431,33461,51575,33416,41152,33418,7489,18019,7
62410,8,33290,34673,58878,33431,33430,43985,33316,34024,33317,7489,18020,7
73350,8,33290,34573,50110,33289,33291,40039,33283,34572,33285,7489,18025,7
33947,8,33313,43849,61604,33326,33430,72105,2,3,4,10745,18029,397
53181,8,33290,49910,73071,33431,33657,36460,33299,33866,33301,9001,18032,2
43996,8,33904,33324,48276,33431,33291,38062,33283,33300,33285,7489,18033,7
34863,8,33290,33775,56749,9,34780,53162,33283,33323,33285,7489,18035,7
37080,8,34474,34662,36013,33431,33291,39537,33283,33300,33285,9001,18036,2
33691,8,33290,36667,39664,33289,33430,46032,33299,34471,33301,7489,18037,7
41849,8,33290,36964,62141,33431,37827,45847,33283,34471,33285,7489,18038,7
44045,8,33290,33324,58044,33431,33430,75565,33316,40171,33285,9667,18039,4
44571,8,33290,33375,60948,33289,33526,61694,33521,33458,33502,9813,18043,37
59766,8,33290,33769,41713,33289,33291,46096,2,33300,4,7489,18044,7
55633,8,33290,33477,76365,33431,33291,42846,33283,34471,33418,9001,18045,2
33622,8,33290,33302,48464,9,33604,33293,33357,33584,33359,9001,18046,2
34896,8,33290,37014,58044,33289,33430,40235,33316,34024,33317,9667,18047,4
71652,8,33290,36137,63809,33431,33291,45701,33283,33300,33285,9001,18049,2
33336,8,33313,33438,68771,33275,11,62722,2,3,4,9771,18050,14
72455,8,33290,34102,38113,33431,33430,57789,33299,34471,33301,7489,18051,7
37038,8,33290,37995,53927,9,33450,33540,33416,33529,33317,8734,18052,42
39165,8,33313,34662,52862,33345,34851,35786,33283,33666,33285,7489,18055,7
73432,8,33904,33273,61873,33309,33423,38782,2,3,4,9771,18057,14
68120,8,33290,33360,49664,33431,33423,37252,33357,33358,33359,9001,18060,2
70609,8,34474,34472,42782,33431,33461,46032,34046,34471,34048,9001,18061,2
40456,8,34474,34472,67428,33431,33595,46032,33299,34471,33301,7489,18063,7
36731,8,33290,34662,55420,33289,33291,40854,33283,33300,33285,7489,18064,7
33478,8,34474,45062,56188,33326,33595,38685,33299,34471,33301,7489,18066,7
33308,8,33290,34862,75979,33345,33526,40307,33521,34861,33523,9620,18067,63
46391,8,33904,33541,67925,33289,33291,33463,33283,33300,33285,9001,18069,2
72737,8,33290,33477,41596,33431,33595,48243,33416,33529,33418,7489,18071,7
33336,8,33313,33273,74432,33275,11,40686,2,3,4,9771,18076,14
33947,8,33290,37014,52326,33431,33430,39227,33316,34024,33317,9667,18077,4
47359,8,33290,37014,64480,33431,33291,35158,33316,34024,33317,9667,18079,4
72845,8,33296,33318,71593,33275,43075,73242,2,33614,4,3509,18083,1370
55717,8,33290,34483,35033,33431,33430,50342,33357,35335,33341,7489,18085,7
34246,8,33313,33438,51066,33275,11,53063,2,3,4,9771,18086,14
33622,8,33290,33302,52657,33326,33430,41869,33316,42620,33317,7489,18087,7
71157,8,33290,34012,75415,33431,33291,35883,33283,33885,33285,9001,18088,2
56648,8,33290,35410,74548,33431,33461,34407,33339,34411,33341,7489,18089,7
46658,8,33290,33517,71853,9,33291,38217,33283,33300,33285,9001,18090,2
33336,8,33313,33438,57049,33275,11,53063,2,3,4,9771,18091,14
59360,8,33290,35905,65188,33289,33657,44564,33283,33300,33285,9001,18092,2
72169,8,34474,34472,58043,33431,33423,37591,2,34471,33301,7489,18093,7
36214,33538,33290,36964,75136,33289,33291,37641,33283,33584,33285,9001,18094,2
33518,35217,33388,35215,77945,33289,33430,36520,33283,35215,33285,9204,18095,44
57270,8,34474,34472,61900,33345,33604,37093,33299,34471,33301,7489,18096,7
33967,8,33290,39855,45052,33326,33291,33814,33283,34572,33285,9001,18097,2
72003,8,33290,35228,74478,33326,33291,44528,33283,34411,33285,7489,18099,7
44972,8,33290,33477,62175,33431,33430,37127,33416,34397,33359,7489,18104,7
55829,8,33290,34200,58465,33289,33423,39371,2,33300,4,9001,18105,2
42518,41636,33290,40011,42096,33289,33291,33698,33283,33300,33285,9001,18106,2
66935,8,33290,37014,54266,33431,33430,41156,33316,34024,33317,7489,18107,7
74762,35227,33290,33798,60449,33289,33678,34565,33416,33529,33418,7489,18112,7
75723,8,33290,54321,71479,33431,33461,42261,33339,34327,33359,7489,18113,7
48913,8,33290,33517,59611,33431,33430,41986,33357,33458,33359,9813,18114,37
50789,55976,33290,35228,37034,33289,33291,59977,33283,33323,33285,9001,18115,2
48294,8,33290,33448,41561,33431,35276,34522,33339,33476,33418,7489,18117,7
50527,8,34474,33477,76175,33431,33430,37027,33299,34471,33301,9001,18118,2
58371,8,33290,35260,50590,33431,33430,33282,33299,34471,33301,7489,18119,7
59573,8,33290,36137,76347,33289,34613,37190,33283,33300,33285,9001,18120,2
33677,8,33844,33787,44910,33345,33678,38056,33426,33675,33428,9667,18122,4
75416,8,33290,37014,54945,9,33430,57871,33316,34024,33317,9667,18123,4
33691,8,33290,33530,63765,33431,33430,34357,33299,33866,33301,7489,18125,7
41383,33751,33290,33667,35357,33431,33291,42390,33283,36963,33285,9001,18127,2
45693,8,33290,33866,64067,33431,33430,46032,33339,34327,33359,7489,18131,7
33947,8,33290,37014,73636,33431,33430,42390,33316,34024,33317,7489,18132,7
74373,8,33290,33775,74761,33431,33423,38443,33283,33323,33285,9001,18133,2
33336,8,33313,33279,62175,33275,11,35663,2,3,4,9771,18135,14
57758,8,33290,34483,33859,33431,33430,40235,33316,34024,33317,7489,18136,7
33518,8,33290,33477,47616,33431,33430,40039,33283,34397,33285,7489,18137,7
41250,8,33290,54321,52907,33431,33291,42390,33283,34397,33285,9001,18139,2
66967,8,33290,37014,51256,9,33430,33772,33316,34024,33317,7489,18142,7
33336,8,33313,33438,73503,33275,11,53063,2,3,4,9771,18143,14
75134,8,33290,33302,66094,9,33604,42768,33426,34566,33359,7489,18144,7
34246,8,33313,33438,65055,33275,11,42655,2,3,4,9771,18145,14
70478,8,33290,40724,45900,33345,34435,46674,33283,33853,33285,9001,18147,2
33336,8,33313,33279,74625,33275,11,41325,2,3,4,9771,18149,14
48183,8,33290,39855,49955,34576,33678,35024,33283,33675,33285,9667,18151,4
33336,8,33313,33279,46506,33275,11,34860,2,3,4,9771,18152,14
63639,33751,33290,33667,75440,33431,33291,42846,33283,33447,33285,7489,18153,7
41752,8,33290,34398,45625,33345,34577,49517,33299,35427,33285,7489,18154,7
33799,8,33290,33324,52035,33431,33291,36595,33283,36927,33285,9001,18155,2
36521,8,33290,42582,41713,9,33291,54274,33283,33300,33285,9001,18156,2
61842,8,33290,33676,42416,33431,33423,35156,33426,33675,33428,9001,18160,2
34858,34383,33290,34012,69877,33431,33291,44551,33283,33323,33285,9821,18161,5
33735,8,34474,34472,74467,33431,33430,45509,33299,34471,33301,9001,18164,2
68782,8,33290,33302,55948,9,33604,41760,33416,35314,33418,7489,18167,7
34246,8,33313,33438,63178,33275,11,35756,2,3,4,9771,18168,14
33478,8,33290,37014,52123,9,33430,40235,33316,34024,33317,7489,18169,7
62410,8,33290,33477,41387,33431,33430,38240,33299,34471,33301,7489,18170,7
33336,8,33313,33438,67095,33275,11,53063,2,3,4,9771,18171,14
33336,8,33313,33279,45370,33275,11,35510,2,3,4,9771,18173,14
60133,8,33290,35629,68429,33345,34435,59147,33521,33358,33523,9202,18177,1707
36214,8,33844,33928,58604,33309,33930,35555,33426,33927,33428,9667,18178,4
48451,8,33269,33545,64069,33289,600,46376,33521,34012,4,10246,18181,759
34612,8,33844,33854,57049,33431,33291,59765,33283,36150,33285,9001,18183,2
33336,8,33313,33279,55320,33275,11,34541,2,3,4,9771,18184,14
67570,8,33290,33286,67347,33431,33291,46376,33283,36150,33285,7489,18185,7
62417,8,33290,33791,61181,33368,33270,55616,33357,33458,33502,6176,18186,295
49063,33777,33290,38008,37273,9,33291,33508,33283,33323,33285,9001,18187,2
37119,8,33290,33769,44287,33326,33389,37307,2,33730,33359,9723,18189,27
37832,8,33290,35571,60408,33431,33604,39614,33283,33447,33285,7489,18191,7
44431,8,33290,33302,44852,9,33604,36132,33316,48274,33317,9001,18193,2
58307,8,33904,33324,43787,33289,33291,44059,33283,33300,33285,9001,18194,2
43143,8,33290,33302,53809,9,33604,35242,33357,33358,33359,9001,18196,2
34863,8,33290,33870,48863,33431,33461,34565,33283,34979,33285,9667,18199,4
63013,8,33313,33279,35408,33275,11,64788,2,3,4,9771,18200,14
65058,8,33276,33266,48950,9,11,47136,2,3,4,9510,18201,430
33336,8,33313,33279,60637,33275,11,41325,2,3,4,9771,18204,14
50203,8,33290,33438,71871,33289,33347,47662,33316,37549,33502,9340,18205,39
38779,8,33290,34483,60073,33431,33430,36006,33316,33427,33317,9001,18206,2
55829,8,33290,34662,56002,33289,33291,42775,33283,33300,33285,9001,18207,2
33531,8,33290,40737,63394,33431,33833,44437,33426,35335,33428,9667,18210,4
75509,8,33290,33602,40145,33289,33712,37088,2,3,33317,7837,18212,365
35162,8,33290,34328,54761,33431,33291,59160,33283,33300,33285,9001,18213,2
41542,8,33290,40724,46824,33431,33430,45293,33283,36150,33285,7489,18215,7
33518,8,33290,33840,57258,9,33430,41049,33299,33601,33428,9667,18218,4
64957,8,33290,34319,61057,33431,33291,33741,33283,33284,33285,7489,18219,7
55284,8,33290,34483,56710,33431,33430,34119,33316,33323,33317,7489,18220,7
63676,8,33290,35374,55248,9,33430,56508,2,33323,4,9667,18222,4
34858,8,33290,38624,63070,33431,33423,35786,33357,36150,33359,9001,18228,2
51477,8,33290,37014,49050,33431,33430,34387,33316,34024,33317,9667,18230,4
51043,8,34474,34472,73919,33345,33423,33995,33357,34471,33359,7489,18231,7
35917,33751,33290,33667,75133,9,33291,49392,33283,33666,33285,9001,18235,2
64994,8,33290,39065,54814,9,33863,39672,2,3,4,2807,18240,668
63025,8,33276,33798,72470,33326,33347,33717,2,35027,4,9349,18242,921
33336,8,33313,33273,74272,33275,11,53180,2,3,4,9771,18243,14
33622,8,33290,35410,66142,33431,33430,57871,33316,34024,33317,9667,18245,4
33991,8,33904,37824,76462,33345,33833,36149,33339,34610,33341,9667,18246,4
50527,8,33290,37014,76808,33431,33430,40573,33316,34024,33317,9667,18247,4
33336,8,33313,33438,64329,33309,11,36198,2,3,4,9771,18248,14
34226,8,33904,33273,75364,33431,34851,37423,2,3,4,7489,18249,7
46399,8,34210,39443,49267,33431,33291,33412,33283,33300,33285,9667,18250,4
34246,8,33313,33266,72168,33275,11,35510,2,3,4,9771,18252,14
42286,8,33455,33545,69156,33431,33526,53149,2,34207,33317,6355,18254,1407
35927,8,33313,33438,57737,33275,11,53063,2,3,4,9771,18255,14
33622,8,33290,33302,56750,9,33604,66986,33339,33340,33418,9001,18258,2
44657,45804,33290,34412,34608,33345,34577,40923,33426,34411,33428,9667,18262,4
56336,8,33290,36015,35244,33431,33291,40854,33283,34411,33285,9001,18264,2
33478,8,33290,33360,51141,33431,33430,40850,33357,33358,33359,9667,18265,4
61373,8,33290,34752,38439,33431,33461,37708,33339,34471,33285,7489,18266,7
43527,8,33290,33545,45726,33345,33526,36680,33521,34047,33523,9129,18268,775
33691,8,33290,34472,69322,9,33430,34119,33299,34471,33301,9001,18270,2
33518,35217,35218,35215,37717,33431,33526,34271,33521,35215,33285,9809,18271,93
74628,8,33290,34935,71220,33431,33461,48038,33426,40641,33285,7489,18273,7
73330,8,33290,35260,59956,9,33430,34357,33316,34024,33317,7489,18276,7
35917,33288,33290,33350,59872,33431,33291,52107,33283,33885,33285,9001,18277,2
35556,8,33844,33928,70752,33309,33930,35555,33426,33927,33428,9667,18278,4
55284,8,33290,33593,76095,33431,33362,70232,33339,34471,33341,7489,18279,7
41822,8,33290,39855,63843,33289,34851,42734,33416,33529,33418,2303,18280,19
33677,8,33369,33676,36685,33289,33678,33674,33426,33675,33428,9667,18281,4
34004,8,33904,34611,57062,33431,34851,42352,33426,35227,33428,9001,18282,2
42662,75239,33290,39171,59933,33326,33423,47059,33339,34979,33359,9001,18283,2
36020,8,33290,34131,65503,33431,33430,36643,33316,40171,33317,9001,18284,2
77951,8,34474,34472,77673,33431,33362,35220,33299,34471,33301,7489,18285,7
74806,8,33844,34200,60619,33289,33430,36520,33426,33927,4,8967,18288,1713
33336,8,33313,33273,52627,33275,11,35675,2,3,4,9771,18289,14
33691,8,33290,34328,36396,33431,33430,36559,33299,34471,33301,7489,18290,7
33478,8,33290,34102,74992,9,33430,41388,33426,35335,33428,9667,18291,4
60719,8,33455,34251,57480,33431,33430,35902,2,34181,4,5546,18294,1600
45133,8,33290,34102,54683,33431,33430,41894,33299,33601,33428,2303,18295,19
49051,8,33369,35885,68408,33431,35069,39656,2,34181,4,11132,18296,363
77212,8,33290,35410,61372,33289,33526,43483,33283,35027,33285,9001,18299,2
57512,8,33290,38008,62735,33431,33430,34737,33283,34979,33285,7489,18300,7
77658,8,33904,33769,55398,33289,33291,45701,33283,33300,33285,9001,18301,2
33531,8,33844,33485,42493,33345,33968,44437,33426,33853,33428,9667,18303,4
67598,8,33313,35497,36665,33289,11,43747,33416,3,4,5373,18305,73
74373,8,33904,33615,59959,33431,43075,38854,33426,33476,33428,7489,18308,7
47669,8,33290,39443,57694,33345,33833,37748,33339,35884,33341,7489,18310,7
